Id;Label;Timestamp;Count;Time_count
334;product lifecycle management implementation;<[2017,2018,2007,2011,2012,2009,2010,2013,2015,]>;14;<[2017,1][2018,1][2007,2][2011,3][2012,2][2009,1][2010,2][2013,1][2015,1]>
335;product lifecycle management process management;<[2017,]>;1;<[2017,1]>
336;manual assembly;<[2017,]>;1;<[2017,1]>
337;production flow;<[2017,2020,]>;2;<[2017,1][2020,1]>
338;integrated simulation;<[2017,]>;1;<[2017,1]>
339;analysis framework;<[2017,]>;1;<[2017,1]>
340;decision rule;<[2017,]>;1;<[2017,1]>
341;product service system;<[2017,2018,2019,2021,2014,2010,2013,2012,2015,]>;18;<[2017,3][2018,2][2019,1][2021,1][2014,2][2010,1][2013,2][2012,1][2015,5]>
342;product service system design;<[2017,2015,]>;2;<[2017,1][2015,1]>
343;design for x;<[2017,2020,2021,2009,2007,]>;5;<[2017,1][2020,1][2021,1][2009,1][2007,1]>
344;design for product service supportability;<[2017,]>;1;<[2017,1]>
345;design guideline;<[2017,2020,]>;2;<[2017,1][2020,1]>
346;management;<[2017,2015,]>;2;<[2017,1][2015,1]>
347;architecture engineering and construction;<[2017,2015,]>;2;<[2017,1][2015,1]>
348;part reuse;<[2017,2019,]>;2;<[2017,1][2019,1]>
349;replace;<[2017,]>;1;<[2017,1]>
350;part agent;<[2017,2019,]>;2;<[2017,1][2019,1]>
351;process failure mode and effect analysis;<[2017,]>;1;<[2017,1]>
352;manufacturing problem solving;<[2017,]>;1;<[2017,1]>
353;simulation;<[2017,2020,2023,2006,2007,2009,2011,2015,]>;9;<[2017,1][2020,1][2023,1][2006,1][2007,2][2009,1][2011,1][2015,1]>
354;aeronautical industry;<[2017,]>;1;<[2017,1]>
355;flexible job shop with operators;<[2017,]>;1;<[2017,1]>
356;case study;<[2017,2018,2019,2021,2005,2010,2013,2009,2012,2015,]>;12;<[2017,2][2018,1][2019,2][2021,1][2005,1][2010,1][2013,1][2009,1][2012,1][2015,1]>
357;license models;<[2017,]>;1;<[2017,1]>
358;information technology security;<[2017,]>;1;<[2017,1]>
359;online trading;<[2017,]>;1;<[2017,1]>
360;technology data;<[2017,]>;1;<[2017,1]>
361;usage control;<[2017,]>;1;<[2017,1]>
362;digital rights management;<[2017,]>;1;<[2017,1]>
363;virtual reality;<[2017,2020,2021,2023,2008,2007,2013,2010,2015,]>;14;<[2017,2][2020,4][2021,1][2023,2][2008,1][2007,1][2013,1][2010,1][2015,1]>
364;virtual prototyping;<[2017,2007,]>;2;<[2017,1][2007,1]>
365;framework;<[2017,2020,2013,2007,2015,]>;7;<[2017,1][2020,1][2013,3][2007,1][2015,1]>
366;extended enterprise;<[2017,2006,2007,2010,2005,2011,2013,]>;9;<[2017,1][2006,1][2007,3][2010,1][2005,1][2011,1][2013,1]>
367;information system;<[2017,2018,2014,2009,2005,2007,2010,2012,2015,]>;11;<[2017,1][2018,1][2014,1][2009,1][2005,1][2007,1][2010,1][2012,1][2015,3]>
368;uncertainty;<[2017,2020,2012,2013,]>;5;<[2017,1][2020,1][2012,2][2013,1]>
369;criticality;<[2017,]>;1;<[2017,1]>
370;customervoriented view;<[2017,]>;1;<[2017,1]>
371;application view;<[2017,]>;1;<[2017,1]>
372;strategy;<[2017,2014,]>;2;<[2017,1][2014,1]>
373;information management;<[2017,2018,2019,2013,2007,2008,]>;11;<[2017,1][2018,2][2019,1][2013,3][2007,2][2008,2]>
374;virtual museum;<[2017,]>;1;<[2017,1]>
375;digital storytelling;<[2017,]>;1;<[2017,1]>
376;interaction system;<[2017,]>;1;<[2017,1]>
377;computer aided design;<[2017,2018,2020,2021,2023,2013,2012,2007,2005,2014,2009,2010,2011,2015,]>;22;<[2017,1][2018,1][2020,1][2021,1][2023,2][2013,3][2012,3][2007,2][2005,2][2014,1][2009,1][2010,1][2011,1][2015,2]>
378;knowledge based engineering PLM integration;<[2017,]>;1;<[2017,1]>
379;commercial product lifecycle management software;<[2017,]>;1;<[2017,1]>
380;lifecycle cost;<[2017,2011,2009,2014,2015,]>;5;<[2017,1][2011,1][2009,1][2014,1][2015,1]>
381;multi agent system;<[2017,2010,2011,2008,]>;4;<[2017,1][2010,1][2011,1][2008,1]>
382;knowledge capitalization;<[2017,2015,]>;2;<[2017,1][2015,1]>
383;MEMORAE;<[2017,]>;1;<[2017,1]>
384;automotive supply chain;<[2017,]>;1;<[2017,1]>
385;product service system lean design methodology;<[2017,]>;1;<[2017,1]>
386;product service system engineering environment;<[2017,]>;1;<[2017,1]>
387;openness;<[2017,2018,]>;2;<[2017,1][2018,1]>
388;smart manufacturing systems characterization;<[2017,]>;1;<[2017,1]>
389;maturity model;<[2017,2018,2019,2020,2021,2023,2014,2011,2012,2013,2015,]>;18;<[2017,1][2018,1][2019,3][2020,2][2021,2][2023,1][2014,2][2011,1][2012,1][2013,2][2015,2]>
390;manufacturer capabilities;<[2017,]>;1;<[2017,1]>
391;smart manufacturing readiness;<[2017,]>;1;<[2017,1]>
392;ISO 10303;<[2017,2009,2011,]>;3;<[2017,1][2009,1][2011,1]>
393;STEP;<[2017,2006,2005,2013,2011,2009,2010,2012,2015,]>;10;<[2017,1][2006,1][2005,2][2013,1][2011,1][2009,1][2010,1][2012,1][2015,1]>
394;EXPRESS G;<[2017,]>;1;<[2017,1]>
395;UML;<[2017,2005,2008,2012,2007,]>;7;<[2017,1][2005,1][2008,2][2012,1][2007,2]>
396;conceptual design;<[2017,2018,2019,2020,2021,2007,2005,]>;10;<[2017,1][2018,1][2019,1][2020,2][2021,3][2007,1][2005,1]>
397;functional system model;<[2017,]>;1;<[2017,1]>
398;behavioral system model;<[2017,]>;1;<[2017,1]>
399;concurrent engineering;<[2017,2021,2007,2008,2012,2010,]>;10;<[2017,1][2021,1][2007,2][2008,2][2012,3][2010,1]>
400;space systems;<[2017,]>;1;<[2017,1]>
401;concurrent data exchange;<[2017,]>;1;<[2017,1]>
402;facility management;<[2017,2013,2014,]>;4;<[2017,1][2013,1][2014,2]>
403;information requirements management;<[2017,]>;1;<[2017,1]>
404;shipbuilding;<[2018,2015,]>;3;<[2018,2][2015,1]>
405;performance management;<[2018,2005,]>;2;<[2018,1][2005,1]>
406;key performance indicator;<[2018,2013,2014,]>;3;<[2018,1][2013,1][2014,1]>
407;big data analysis;<[2018,]>;1;<[2018,1]>
408;learning factory;<[2018,2020,]>;3;<[2018,1][2020,2]>
409;computational design;<[2018,]>;1;<[2018,1]>
410;visual recognition;<[2018,]>;1;<[2018,1]>
411;machine vision;<[2018,]>;1;<[2018,1]>
412;industrial inspection;<[2018,]>;1;<[2018,1]>
413;artificial intelligence;<[2018,2020,2021,2023,]>;12;<[2018,2][2020,3][2021,4][2023,3]>
414;models for manufacturing;<[2018,2019,2020,2021,2023,]>;7;<[2018,2][2019,1][2020,1][2021,2][2023,1]>
415;manufacturing process modelling;<[2018,2021,]>;2;<[2018,1][2021,1]>
416;single point incremental forming;<[2018,]>;1;<[2018,1]>
417;facility layout problem;<[2018,]>;1;<[2018,1]>
418;facilities planning and design;<[2018,]>;1;<[2018,1]>
419;optimal facility layout;<[2018,]>;1;<[2018,1]>
420;hybrid facility;<[2018,]>;1;<[2018,1]>
421;discrete event simulation;<[2018,2021,]>;2;<[2018,1][2021,1]>
422;through life information management;<[2018,]>;1;<[2018,1]>
423;prototyping;<[2018,2012,]>;2;<[2018,1][2012,1]>
424;traceability and performance;<[2018,]>;1;<[2018,1]>
425;content management;<[2018,2019,]>;2;<[2018,1][2019,1]>
426;innovation process;<[2018,2012,2015,]>;4;<[2018,2][2012,1][2015,1]>
427;ideation;<[2018,]>;2;<[2018,2]>
428;creativity;<[2018,2019,2012,]>;3;<[2018,1][2019,1][2012,1]>
429;visualization;<[2018,2019,2023,2009,2013,]>;6;<[2018,1][2019,1][2023,1][2009,1][2013,2]>
430;optimization;<[2018,2005,2009,2012,]>;5;<[2018,1][2005,2][2009,1][2012,1]>
431;small unmanned aerial vehicle;<[2018,]>;1;<[2018,1]>
432;redesign;<[2018,]>;1;<[2018,1]>
433;dependency model;<[2018,]>;1;<[2018,1]>
434;change propagation;<[2018,2012,]>;3;<[2018,1][2012,2]>
435;causal;<[2018,2019,2021,]>;3;<[2018,1][2019,1][2021,1]>
436;bayesian network;<[2018,]>;1;<[2018,1]>
437;augmented reality;<[2018,2019,2020,2021,2023,]>;5;<[2018,1][2019,1][2020,1][2021,1][2023,1]>
438;building information management metadata;<[2018,]>;1;<[2018,1]>
439;3D model based platform;<[2018,]>;1;<[2018,1]>
440;manufacturing system;<[2018,]>;1;<[2018,1]>
441;developing countries;<[2018,]>;1;<[2018,1]>
442;building information management implementation framework;<[2018,]>;1;<[2018,1]>
443;the building industry;<[2018,]>;1;<[2018,1]>
444;building information management adoption;<[2018,]>;1;<[2018,1]>
445;small and medium sized enterprise contractor;<[2018,]>;1;<[2018,1]>
446;manufacturing resource;<[2018,]>;1;<[2018,1]>
447;process planning;<[2018,2021,2010,]>;4;<[2018,1][2021,1][2010,2]>
448;agent based simulation modeling;<[2018,2014,]>;2;<[2018,1][2014,1]>
449;civil aircraft maintenance;<[2018,]>;1;<[2018,1]>
450;maintenance;<[2018,2014,2012,2010,2007,]>;8;<[2018,1][2014,3][2012,1][2010,1][2007,2]>
451;six sigma;<[2018,]>;1;<[2018,1]>
452;lean concept;<[2018,2005,]>;2;<[2018,1][2005,1]>
453;efficiency improvement;<[2018,]>;1;<[2018,1]>
454;multiple domain;<[2018,2019,]>;3;<[2018,2][2019,1]>
455;product development and manufacturing;<[2018,]>;1;<[2018,1]>
456;reference ontology;<[2018,2019,]>;2;<[2018,1][2019,1]>
457;competence mapping;<[2018,]>;1;<[2018,1]>
458;knowledge structure;<[2018,]>;1;<[2018,1]>
459;graph theory;<[2018,2019,2014,]>;3;<[2018,1][2019,1][2014,1]>
460;dynamic network analysis;<[2018,]>;1;<[2018,1]>
461;coword analysis;<[2018,]>;1;<[2018,1]>
462;interactive design;<[2018,]>;1;<[2018,1]>
463;legacy users;<[2018,]>;1;<[2018,1]>
464;multi aspect;<[2018,]>;1;<[2018,1]>
465;digitalization;<[2018,2019,2020,2023,2015,]>;8;<[2018,1][2019,4][2020,1][2023,1][2015,1]>
466;toolbox;<[2018,2007,]>;2;<[2018,1][2007,1]>
467;toolkit;<[2018,]>;1;<[2018,1]>
468;semantic rules;<[2018,2019,2021,]>;3;<[2018,1][2019,1][2021,1]>
469;product design and manufacturing;<[2018,2019,]>;2;<[2018,1][2019,1]>
470;evaluation method;<[2018,]>;1;<[2018,1]>
471;sustainable development;<[2018,2006,2007,2010,2014,]>;5;<[2018,1][2006,1][2007,1][2010,1][2014,1]>
472;real time simulation;<[2018,]>;1;<[2018,1]>
473;digital mockup;<[2018,2006,2014,2005,2012,2013,2009,2007,]>;10;<[2018,1][2006,1][2014,1][2005,1][2012,3][2013,1][2009,1][2007,1]>
474;cost effectiveness analysis;<[2018,]>;1;<[2018,1]>
475;collaborative supply chain;<[2018,]>;1;<[2018,1]>
476;vendor managed inventory;<[2018,]>;1;<[2018,1]>
477;demand forecast;<[2018,]>;1;<[2018,1]>
478;simulation driven product development;<[2018,]>;1;<[2018,1]>
479;learning by doing;<[2018,]>;1;<[2018,1]>
480;project based education;<[2018,]>;1;<[2018,1]>
481;lifecycle management;<[2018,2019,2023,2005,2009,2007,2014,]>;10;<[2018,1][2019,1][2023,2][2005,1][2009,2][2007,2][2014,1]>
482;end of life;<[2018,2020,2007,2008,2012,]>;6;<[2018,1][2020,1][2007,2][2008,1][2012,1]>
483;industrial internet of things;<[2018,2019,2020,]>;9;<[2018,2][2019,4][2020,3]>
484;business model;<[2018,2019,2020,2021,2023,2005,2011,2015,]>;15;<[2018,1][2019,2][2020,2][2021,4][2023,3][2005,1][2011,1][2015,1]>
485;pay per use;<[2018,2021,2023,]>;3;<[2018,1][2021,1][2023,1]>
486;pay per outcome;<[2018,2021,2023,]>;5;<[2018,1][2021,2][2023,2]>
487;smart product development;<[2018,]>;1;<[2018,1]>
488;smartification;<[2018,]>;1;<[2018,1]>
489;configuration view;<[2018,]>;1;<[2018,1]>
490;nuclear decommissioning;<[2018,]>;1;<[2018,1]>
491;vessel design;<[2018,]>;1;<[2018,1]>
492;maritime design;<[2018,]>;1;<[2018,1]>
493;lean design;<[2018,]>;1;<[2018,1]>
494;lean transformation;<[2018,]>;1;<[2018,1]>
495;lean transformation framework;<[2018,]>;1;<[2018,1]>
496;cascade use;<[2018,]>;1;<[2018,1]>
497;recycling;<[2018,2010,2011,2009,2007,2015,]>;7;<[2018,1][2010,1][2011,1][2009,1][2007,2][2015,1]>
498;reuse;<[2018,2005,2008,2009,2015,]>;5;<[2018,1][2005,1][2008,1][2009,1][2015,1]>
499;remanufacturing;<[2018,2023,2008,2007,]>;4;<[2018,1][2023,1][2008,1][2007,1]>
500;closed loop supply chain;<[2018,]>;1;<[2018,1]>
501;open loop supply chains;<[2018,]>;1;<[2018,1]>
502;personalization;<[2018,]>;1;<[2018,1]>
503;building related symptoms;<[2018,]>;1;<[2018,1]>
504;indoor health parameters;<[2018,]>;1;<[2018,1]>
505;office building;<[2018,]>;1;<[2018,1]>
506;worker preference;<[2018,]>;1;<[2018,1]>
507;additive manufacturing technology;<[2018,2019,]>;2;<[2018,1][2019,1]>
508;product lifecycle;<[2018,2019,2020,2021,2023,2006,2007,2013,2011,2012,2008,2009,2005,2014,2015,]>;25;<[2018,2][2019,1][2020,1][2021,1][2023,1][2006,3][2007,4][2013,1][2011,3][2012,1][2008,1][2009,1][2005,2][2014,1][2015,2]>
509;push button;<[2018,]>;1;<[2018,1]>
510;change management;<[2018,2020,2013,2011,2009,]>;6;<[2018,1][2020,1][2013,2][2011,1][2009,1]>
511;dynamic change propagation;<[2018,]>;1;<[2018,1]>
512;food sector;<[2018,]>;1;<[2018,1]>
513;multicriteria decision making and analysis;<[2018,]>;1;<[2018,1]>
514;linkography;<[2018,]>;1;<[2018,1]>
515;analysis tools;<[2018,]>;1;<[2018,1]>
516;project based learning;<[2018,2021,]>;2;<[2018,1][2021,1]>
517;design for manufacturing;<[2018,]>;1;<[2018,1]>
518;industry 4.0 skills;<[2018,]>;1;<[2018,1]>
519;collaborative workflow;<[2018,]>;1;<[2018,1]>
520;patient specific device;<[2018,]>;1;<[2018,1]>
521;product lifecycle management model;<[2018,]>;1;<[2018,1]>
522;virtual surgical planning;<[2018,]>;1;<[2018,1]>
523;product lifecycle management adaptation;<[2018,]>;2;<[2018,2]>
524;product lifecycle management realization;<[2018,]>;1;<[2018,1]>
525;product lifecycle management change management;<[2018,]>;1;<[2018,1]>
526;process chain;<[2018,]>;1;<[2018,1]>
527;data management;<[2018,2006,2012,2011,]>;4;<[2018,1][2006,1][2012,1][2011,1]>
528;process optimization;<[2018,2007,2014,]>;3;<[2018,1][2007,1][2014,1]>
529;predictive maintenance;<[2018,2021,2023,2007,]>;4;<[2018,1][2021,1][2023,1][2007,1]>
530;installed base;<[2018,]>;1;<[2018,1]>
531;product service system development;<[2018,]>;1;<[2018,1]>
532;servitization;<[2018,2013,]>;2;<[2018,1][2013,1]>
533;humidifiers industry;<[2018,]>;1;<[2018,1]>
534;implementation;<[2018,2019,2021,2008,2009,2010,]>;9;<[2018,1][2019,2][2021,1][2008,2][2009,2][2010,1]>
535;sustainability;<[2018,2021,2023,2014,2011,2013,2007,2010,2015,]>;21;<[2018,1][2021,8][2023,2][2014,3][2011,3][2013,1][2007,1][2010,1][2015,1]>
536;early design stages;<[2018,]>;1;<[2018,1]>
537;reference model;<[2018,2008,2012,2010,2007,]>;6;<[2018,1][2008,1][2012,1][2010,1][2007,2]>
538;digitization;<[2018,]>;1;<[2018,1]>
539;supply chain performance;<[2018,]>;1;<[2018,1]>
540;smart container;<[2018,]>;1;<[2018,1]>
541;unitary traceability;<[2018,]>;1;<[2018,1]>
542;disruption management;<[2018,]>;1;<[2018,1]>
543;reactivity;<[2018,]>;1;<[2018,1]>
544;product lifecycle management competence;<[2018,]>;1;<[2018,1]>
545;product lifecycle management job offers;<[2018,]>;1;<[2018,1]>
546;TF_IDF;<[2018,2015,]>;2;<[2018,1][2015,1]>
547;clustering;<[2018,]>;1;<[2018,1]>
548;business engineering;<[2018,]>;1;<[2018,1]>
549;university industry collaboration;<[2018,]>;1;<[2018,1]>
550;performing arts;<[2018,]>;1;<[2018,1]>
551;cultural and creative industries;<[2018,]>;1;<[2018,1]>
552;point cloud;<[2018,2023,]>;2;<[2018,1][2023,1]>
553;3D reconstruction;<[2018,]>;1;<[2018,1]>
554;mockup;<[2018,]>;1;<[2018,1]>
555;entity classification;<[2018,]>;1;<[2018,1]>
556;industry foundation class;<[2018,2005,]>;2;<[2018,1][2005,1]>
557;calibration;<[2018,]>;1;<[2018,1]>
558;collaborative learning;<[2018,]>;1;<[2018,1]>
559;concept map;<[2018,]>;1;<[2018,1]>
560;knowledge transmission;<[2018,]>;1;<[2018,1]>
561;knowledge construction;<[2018,]>;1;<[2018,1]>
562;engineering management;<[2018,]>;1;<[2018,1]>
563;analytics;<[2018,]>;1;<[2018,1]>
564;engineering knowledge;<[2018,2011,]>;2;<[2018,1][2011,1]>
565;data exchange;<[2018,2019,2006,2007,2010,2013,2005,]>;8;<[2018,1][2019,1][2006,2][2007,1][2010,1][2013,1][2005,1]>
566;geometric parameter;<[2018,]>;1;<[2018,1]>
567;coalition;<[2018,2019,]>;2;<[2018,1][2019,1]>
568;robot;<[2018,2019,]>;2;<[2018,1][2019,1]>
569;blockchain;<[2018,2020,2021,]>;6;<[2018,1][2020,1][2021,4]>
570;smart contract;<[2018,2019,2021,]>;3;<[2018,1][2019,1][2021,1]>
571;self assessment tool;<[2018,]>;1;<[2018,1]>
572;craftsmanship;<[2018,]>;1;<[2018,1]>
573;switching costs;<[2018,]>;1;<[2018,1]>
574;lockin;<[2018,]>;1;<[2018,1]>
575;engineering design;<[2018,2009,2012,2005,2015,]>;5;<[2018,1][2009,1][2012,1][2005,1][2015,1]>
576;graphical user interface monitoring;<[2018,]>;1;<[2018,1]>
577;3 layer model;<[2018,2020,2023,]>;3;<[2018,1][2020,1][2023,1]>
578;communities of practice;<[2018,2021,]>;2;<[2018,1][2021,1]>
579;mixed methodology;<[2018,]>;1;<[2018,1]>
580;assessment;<[2018,2019,2011,2007,]>;4;<[2018,1][2019,1][2011,1][2007,1]>
581;mult iaspect ontology;<[2019,]>;1;<[2019,1]>
582;behaviour;<[2019,2021,]>;2;<[2019,1][2021,1]>
583;function;<[2019,2005,]>;3;<[2019,1][2005,2]>
584;satellite;<[2019,]>;1;<[2019,1]>
585;nanosatellite;<[2019,]>;1;<[2019,1]>
586;behavioural model;<[2019,]>;1;<[2019,1]>
587;manufacturing execution;<[2019,]>;1;<[2019,1]>
588;closed loop information management;<[2019,]>;1;<[2019,1]>
589;product instance data management;<[2019,]>;1;<[2019,1]>
590;product improvement;<[2019,2007,]>;2;<[2019,1][2007,1]>
591;product recovery;<[2019,2020,2007,]>;3;<[2019,1][2020,1][2007,1]>
592;disassembly;<[2019,2020,2023,2011,]>;4;<[2019,1][2020,1][2023,1][2011,1]>
593;quality uncertainty management;<[2019,]>;1;<[2019,1]>
594;decision support system;<[2019,2007,]>;4;<[2019,1][2007,3]>
595;prescriptive analytics;<[2019,]>;1;<[2019,1]>
596;hybrid modelling;<[2019,]>;1;<[2019,1]>
597;jet engine simulation;<[2019,]>;1;<[2019,1]>
598;knowledge extraction;<[2019,]>;1;<[2019,1]>
599;semantic reconciliation;<[2019,]>;1;<[2019,1]>
600;design rule;<[2019,2020,]>;2;<[2019,1][2020,1]>
601;graph modelling;<[2019,]>;1;<[2019,1]>
602;context awareness;<[2019,2020,]>;2;<[2019,1][2020,1]>
603;cognitive assistant;<[2019,2020,]>;2;<[2019,1][2020,1]>
604;lean;<[2019,2021,2023,]>;3;<[2019,1][2021,1][2023,1]>
605;file formats;<[2019,]>;1;<[2019,1]>
606;application interoperability;<[2019,]>;1;<[2019,1]>
607;data exploitation;<[2019,]>;1;<[2019,1]>
608;feedback data;<[2019,]>;1;<[2019,1]>
609;communication;<[2019,2007,2012,]>;4;<[2019,1][2007,2][2012,1]>
610;OPC UA;<[2019,]>;1;<[2019,1]>
611;MQTT;<[2019,]>;1;<[2019,1]>
612;production network;<[2019,]>;1;<[2019,1]>
613;project AREPRON;<[2019,]>;2;<[2019,2]>
614;collaborative product development process;<[2019,]>;1;<[2019,1]>
615;hybrid agile process;<[2019,]>;1;<[2019,1]>
616;new space;<[2019,]>;1;<[2019,1]>
617;agile product lifecycle management;<[2019,]>;1;<[2019,1]>
618;assessment method;<[2019,]>;1;<[2019,1]>
619;readiness model;<[2019,]>;1;<[2019,1]>
620;process waste;<[2019,]>;1;<[2019,1]>
621;DREAMY;<[2019,]>;1;<[2019,1]>
622;CLIMB;<[2019,]>;1;<[2019,1]>
623;MYWASTE;<[2019,]>;1;<[2019,1]>
624;HOLOLENS;<[2019,]>;1;<[2019,1]>
625;tactile displays;<[2019,]>;1;<[2019,1]>
626;operator training;<[2019,]>;1;<[2019,1]>
627;assembly tasks;<[2019,]>;1;<[2019,1]>
628;usability;<[2019,2021,2013,2015,]>;4;<[2019,1][2021,1][2013,1][2015,1]>
629;fuzzy logic;<[2019,2020,]>;2;<[2019,1][2020,1]>
630;coalition game;<[2019,]>;1;<[2019,1]>
631;nonownership business model;<[2019,]>;2;<[2019,2]>
632;pay per output;<[2019,2021,2023,]>;4;<[2019,1][2021,2][2023,1]>
633;capital goods;<[2019,]>;1;<[2019,1]>
634;automation system;<[2019,]>;1;<[2019,1]>
635;tacit knowledge codification;<[2019,]>;1;<[2019,1]>
636;explicit knowledge;<[2019,]>;1;<[2019,1]>
637;content analysis;<[2019,]>;1;<[2019,1]>
638;data migration;<[2019,]>;1;<[2019,1]>
639;modular product structures;<[2019,]>;1;<[2019,1]>
640;one of a kind Production;<[2019,]>;1;<[2019,1]>
641;collaborative robots;<[2019,]>;1;<[2019,1]>
642;open source;<[2019,]>;1;<[2019,1]>
643;data acquisition system;<[2019,]>;1;<[2019,1]>
644;lifecycle simulation;<[2019,2008,2014,]>;3;<[2019,1][2008,1][2014,1]>
645;deterioration;<[2019,]>;1;<[2019,1]>
646;uncertainty representation;<[2019,]>;1;<[2019,1]>
647;data fusion;<[2019,]>;1;<[2019,1]>
648;comparison framework;<[2019,]>;1;<[2019,1]>
649;coverage and spread ratios;<[2019,]>;1;<[2019,1]>
650;engineering change management;<[2019,2008,2009,2011,2015,]>;8;<[2019,1][2008,1][2009,3][2011,2][2015,1]>
651;structural complexity management;<[2019,2012,]>;2;<[2019,1][2012,1]>
652;engineering change assessment;<[2019,]>;1;<[2019,1]>
653;prototype;<[2019,]>;1;<[2019,1]>
654;3D printing;<[2019,2020,2015,]>;3;<[2019,1][2020,1][2015,1]>
655;stiffness;<[2019,]>;1;<[2019,1]>
656;elastic modulus;<[2019,]>;1;<[2019,1]>
657;parametric design;<[2019,]>;1;<[2019,1]>
658;cloud storage;<[2019,]>;1;<[2019,1]>
659;communication protocol;<[2019,]>;1;<[2019,1]>
660;motion structural simulation;<[2019,]>;1;<[2019,1]>
661;testbed;<[2019,]>;1;<[2019,1]>
662;variety;<[2019,2007,]>;2;<[2019,1][2007,1]>
663;genetic algorithm;<[2019,]>;1;<[2019,1]>
664;product family;<[2019,2006,2009,]>;3;<[2019,1][2006,1][2009,1]>
665;smart retail;<[2019,]>;1;<[2019,1]>
666;retail 4.0;<[2019,]>;1;<[2019,1]>
667;intelligent system;<[2019,]>;1;<[2019,1]>
668;product lifecycle management strategy planning;<[2019,]>;1;<[2019,1]>
669;multi party consensus building;<[2019,]>;1;<[2019,1]>
670;octrees;<[2019,]>;1;<[2019,1]>
671;voxelization;<[2019,]>;1;<[2019,1]>
672;childrenswear;<[2020,]>;1;<[2020,1]>
673;safety standard;<[2020,]>;1;<[2020,1]>
674;carbon footprint;<[2020,2023,]>;3;<[2020,1][2023,2]>
675;powertrain;<[2020,]>;1;<[2020,1]>
676;data relevance;<[2020,]>;1;<[2020,1]>
677;data collection;<[2020,2007,]>;2;<[2020,1][2007,1]>
678;production phase;<[2020,]>;1;<[2020,1]>
679;constraint management;<[2020,]>;1;<[2020,1]>
680;modular robotic;<[2020,]>;1;<[2020,1]>
681;knowledge based design;<[2020,]>;1;<[2020,1]>
682;robotic task planning;<[2020,]>;1;<[2020,1]>
683;construction industry;<[2020,2009,2014,2015,]>;4;<[2020,1][2009,1][2014,1][2015,1]>
684;continuous improvement;<[2020,2013,]>;2;<[2020,1][2013,1]>
685;sketching;<[2020,]>;1;<[2020,1]>
686;concept lifecycle;<[2020,]>;1;<[2020,1]>
687;design;<[2020,2009,2014,2007,2010,2008,2011,]>;9;<[2020,1][2009,1][2014,1][2007,2][2010,2][2008,1][2011,1]>
688;building information management thinking;<[2020,]>;1;<[2020,1]>
689;building information management framework;<[2020,]>;1;<[2020,1]>
690;fundamental objectives;<[2020,]>;1;<[2020,1]>
691;comparison;<[2020,2015,]>;3;<[2020,1][2015,2]>
692;comparative analysis;<[2020,]>;1;<[2020,1]>
693;cross pollination;<[2020,]>;1;<[2020,1]>
694;ecoefficiency;<[2020,]>;1;<[2020,1]>
695;aerospace;<[2020,]>;2;<[2020,2]>
696;assembly process;<[2020,]>;1;<[2020,1]>
697;cobots;<[2020,2021,]>;2;<[2020,1][2021,1]>
698;SWOT analyses;<[2020,]>;1;<[2020,1]>
699;data privacy;<[2020,]>;1;<[2020,1]>
700;data quality;<[2020,2013,2015,]>;4;<[2020,1][2013,1][2015,2]>
701;ethics;<[2020,]>;1;<[2020,1]>
702;regulation;<[2020,]>;1;<[2020,1]>
703;open data spaces;<[2020,]>;1;<[2020,1]>
704;cluster;<[2020,]>;1;<[2020,1]>
705;proactive obsolescence management;<[2020,]>;1;<[2020,1]>
706;risk assessment;<[2020,2015,]>;2;<[2020,1][2015,1]>
707;WEIBULL;<[2020,]>;1;<[2020,1]>
708;supply chain management;<[2020,2021,2006,2007,2010,2011,2008,2015,]>;10;<[2020,1][2021,2][2006,1][2007,2][2010,1][2011,1][2008,1][2015,1]>
709;initial analysis;<[2020,]>;1;<[2020,1]>
710;complex problem;<[2020,]>;1;<[2020,1]>
711;inventive design;<[2020,]>;1;<[2020,1]>
712;problem graph;<[2020,]>;1;<[2020,1]>
713;root contradiction analysis;<[2020,]>;1;<[2020,1]>
714;root causes analysis;<[2020,]>;1;<[2020,1]>
715;building information management model;<[2020,]>;1;<[2020,1]>
716;building lifecycle stages;<[2020,]>;1;<[2020,1]>
717;ontology for product process modelling;<[2020,]>;1;<[2020,1]>
718;stakeholder scenario;<[2020,]>;1;<[2020,1]>
719;linked building data;<[2020,]>;1;<[2020,1]>
720;semantic service;<[2020,]>;1;<[2020,1]>
721;linked engineering data;<[2020,]>;1;<[2020,1]>
722;line design;<[2020,]>;1;<[2020,1]>
723;end of life product quality;<[2020,]>;1;<[2020,1]>
724;decision aiding;<[2020,]>;1;<[2020,1]>
725;automatic detection;<[2020,]>;1;<[2020,1]>
726;human activity;<[2020,]>;1;<[2020,1]>
727;eating detection;<[2020,]>;1;<[2020,1]>
728;neurodegenerative disorders;<[2020,]>;1;<[2020,1]>
729;assistive technology;<[2020,]>;1;<[2020,1]>
730;pay per X;<[2020,2021,2023,]>;4;<[2020,1][2021,2][2023,1]>
731;rapid sales growth;<[2020,]>;1;<[2020,1]>
732;profitability;<[2020,]>;1;<[2020,1]>
733;graph database;<[2020,]>;1;<[2020,1]>
734;query system;<[2020,]>;1;<[2020,1]>
735;information retrieval;<[2020,]>;1;<[2020,1]>
736;manufacturing data;<[2020,]>;1;<[2020,1]>
737;manufacturing industry;<[2020,]>;1;<[2020,1]>
738;distributed scheduling;<[2020,]>;1;<[2020,1]>
